"~id","~labels","name","icon","id","type","desc","quality"
"862","Material","一次性防护壁","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/f4518374c8bf4c442ea095ff9a5e8a1d_3471487997199220039.png",119,"消耗品","使用后我方全体在下次战斗中防御力提高15%，效果抵抗提高10%。","三星"
"863","Material","难吃的炒饭","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/83657908/0d99e82ed4ce8a2c4a75e178808be720_949150941198459248.png",121,"消耗品","—碗金黄的炒饭，味道很怪，吃它仿佛是某种惩罚游戏。望着它时，你获得了决心。 「当然，我们也可以随便地做一碗炒饭......」","二星"
"864","Material","稀薄以太","https://uploadstatic.mihoyo.com/sr-wiki/2022/11/30/75216984/579181c531e41c92cbf757ec1695b4ca_5206561350516007922.png",128,"经验材料","光锥的强化材料，可以获得500点光锥经验。 本不应存在于现实的假想介质，创造光锥的基本原料。 将之注入光锥，能令封装其中的事象更为清晰。 「原来如此，流光忆庭的『意质』就是这东西，怪不得忆者能携带记忆进行星际旅行。」","二星"
"866","Material","漫游指南","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/ac71b44cb9e479dd3c78521fcb0519db_2652474107515380346.png",130,"经验材料","角色的经验材料，可以获得20000点角色经验。 跨越诸界必备的冒险丛书。按下阅读键，充满磁性的声音将以你能听懂的语言讲述知名冒险家们在不同世界间的传奇经历，以及他们在各个星球上获得的珍贵智慧。 「漫游指南全新书系《星际美食烹饪导览》开售在即，敬请支持。」 「投稿请接入博识学会心灵通感信标23θ联络员，稿酬可以以您接受的任何形式支付。」","四星"
"867","Material","旅情见闻","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/c8a77c28d46f4f7ff8b7ea66d0351fa8_3640807413384807023.png",131,"经验材料","角色的经验材料，可以获得1000点角色经验。 记录旅途见闻的日志，字迹漫漶不清，内容随心所欲，对你并没有太大的帮助。 「看完了就赶紧把这堆废纸处理掉吧，丹恒?」","二星"
"868","Material","冒险记录","https://uploadstatic.mihoyo.com/sr-wiki/2022/12/04/75216984/c589d2e31a1b91f7be8e74cefaf26e79_4181829845692733380.png",132,"经验材料","角色的经验材料，可以获得5000点角色经验。 装订严整，一看就颇有教育意义的冒险札记。图文并茂地描述了冒险行动的始末、有价值的信息和生存相关的技巧。 「干嘛不数据化放进光刻片里?便携多了。」 「面对恒星风暴和中子流喷发时，高科技比你想象的还要脆弱。何况，制作这本书的人一定希望人们用最简单的方式阅读它。」","三星"
"870","Material","遗失碎金","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/76953456/9d90978e4ea065defbf917bf0d7cca3d_8634536193588957606.png",135,"经验材料","遗器的高阶强化材料。 被精心收集的裂界尘埃，有着不规整的外形。条件正确即可表达成特定的遗器形态。 「若群星回归正确的位置...哈，开个玩笑。」","三星"
"875","Material","地火组织的宣传单","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_2135823646920844505.jpg",144,"任务道具","","三星"
"876","Material","拼接而成的信件","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_7642924255656784704.jpg",145,"任务道具","","三星"
"877","Material","煦日节前的日常生活采访","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/8522e38599936a1f7f362236695ef4eb_2178956876196235446.png",146,"任务道具","","三星"
"878","Material","冰风暴成因","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_5867100961670208587.jpg",147,"任务道具","","三星"
"879","Material","清唱剧<大守护者>首演盛况","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/8522e38599936a1f7f362236695ef4eb_7924449545353519855.png",148,"任务道具","","三星"
"880","Material","黑面包汽水冰山","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/8522e38599936a1f7f362236695ef4eb_7173231232054009635.png",149,"任务道具","","三星"
"881","Material","小朋友的信","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_2650094829391967781.jpg",150,"任务道具","行政广场喷泉附近，演讲家多米尼克旁的长椅上","三星"
"882","Material","关于清唱剧排练时间变更通知","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_4823319301193611167.jpg",151,"任务道具","","三星"
"883","Material","派系","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/8522e38599936a1f7f362236695ef4eb_2611121495567758494.png",152,"任务道具","","三星"
"884","Material","关于煦日节庆典相关事宜的安排","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/143447877/b6c6ad83a1dbc10a763ee505d82d5de0_7615116393591621842.png",153,"任务道具","","三星"
"885","Material","《「 淬火工坊」全新启程！》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/5627372/f49ab9a07d6e82785f6215379d6d4a08_1377131762030196040.jpg",154,"任务道具","","三星"
"886","Material","《黑塔研究图鉴·第七卷·交通》残页","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/103492603/8522e38599936a1f7f362236695ef4eb_3068700794007221590.png",156,"任务道具","","三星"
"887","Material","大矿区排班表","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/143447877/b6c6ad83a1dbc10a763ee505d82d5de0_8404516685589420198.png",157,"任务道具","","三星"
"888","Material","梅登矿洞要塌了","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/5627372/f49ab9a07d6e82785f6215379d6d4a08_5789925553980528964.jpg",158,"任务道具","","三星"
"889","Material","冷吃夕红鱼","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_2279741272903302854.jpg",159,"任务道具","","三星"
"890","Material","贝洛伯格红肠","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_6645718908179048340.jpg",160,"任务道具","","三星"
"891","Material","春神和战争之神雅利洛","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_4559495584733338595.jpg",161,"任务道具","","三星"
"893","Material","猎慧人宝藏","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/293404105/8522e38599936a1f7f362236695ef4eb_1582064027904895551.png",167,"任务道具","","三星"
"894","Material","《地底百科：动物》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/293404105/8522e38599936a1f7f362236695ef4eb_4500162802987539047.png",168,"任务道具","","三星"
"895","Material","矿毒清鼻用吸入剂说明书","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/293404105/8522e38599936a1f7f362236695ef4eb_6576954345701722297.png",169,"任务道具","","三星"
"896","Material","黑塔的手稿:《天才俱乐部》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/103492603/8522e38599936a1f7f362236695ef4eb_7509856334779967898.png",172,"任务道具","","三星"
"897","Material","希拉的人物剧本","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/5627372/f49ab9a07d6e82785f6215379d6d4a08_7430659447883624159.jpg",173,"任务道具","","三星"
"898","Material","告罪书","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/5627372/f49ab9a07d6e82785f6215379d6d4a08_716647808013361849.jpg",174,"任务道具","","三星"
"899","Material","星轨通票","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/14/190590294/45b288018a0b9b969b6614c9812dbd5c_4836211500218338714.png",176,"其他材料","星穹列车的通行车票。顺着星轨一路前行，在通航的世界间游历。 「随心所欲地去任何想去的地方，见想见的人，留下想要的回忆。」","五星"
"900","Material","遗失光尘","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/baa6c0264b8ac9e1f9f623f0953f9734_4255672868927049727.png",177,"经验材料","遗器的强化材料，可获得100点遗器经验。 弥散于裂界中的细微光尘，记录着来自文明的信息。 「神智学上称记录着物质世界的信息库为阿卡夏纪录。倒不是说我信这个，但这些尘埃确实保存着过去的信息。就像......种子？浇水培土就会开花结果，呈现更多。」","一星"
"901","Material","燃料","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/14/190590294/01876eed7e1e951d2e57c3641cdd4a3b_3175488190287358153.png",178,"消耗品","补充开拓力的物品，可以回复60点开拓力。 由无名客的梦与勇气填充的燃料罐。 「唯心主义？我更喜欢称之为观测者效应和人类的自我实现。」","四星"
"904","Material","关于宠物「小麻」的日记","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/293404105/8522e38599936a1f7f362236695ef4eb_4225015029900086507.png",182,"任务道具","","三星"
"905","Material","猎慧人来信","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/103492603/8522e38599936a1f7f362236695ef4eb_4320617047264663001.png",185,"任务道具","","三星"
"906","Material","艾丝妲的家书","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/103492603/8522e38599936a1f7f362236695ef4eb_7164884307566200933.png",187,"任务道具","","三星"
"907","Material","矿队的通牒","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/27/293404105/1ec43a6958e7d76a8c1c08e87dfbaac3_6167299782465847961.jpg",188,"任务道具","","三星"
"908","Material","再见黑塔","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/293404105/8522e38599936a1f7f362236695ef4eb_8762245617295411130.png",189,"任务道具","","三星"
"909","Material","黑塔情诗","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/293404105/8522e38599936a1f7f362236695ef4eb_8883343406461979509.png",190,"任务道具","","三星"
"910","Material","雪国冒险奇谭","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/26/293404105/8522e38599936a1f7f362236695ef4eb_3660077061428823006.png",191,"任务道具","待补充…… 待补充…… 待补充…… 待补充…… 待补充……","三星"
"911","Material","艾丝妲的购物清单","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/103492603/8522e38599936a1f7f362236695ef4eb_6386099123953110236.png",197,"任务道具","","三星"
"912","Material","艾丝妲与「商业精英」的往来邮件副本","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/103492603/8522e38599936a1f7f362236695ef4eb_3972160727058203931.png",198,"任务道具","","三星"
"914","Material","机械聚落认证: 3级","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/60e0444a7629d8d1ba6b2b4e69788a9f_1338979892465025424.png",201,"贵重物","用于打开机械聚落大门的第三级认证。只有获得全部三级认证者才能取得开门权限。 「哎哟喂!疼疼疼... 这机器人，就不能对美少女的手温柔点嘛!」","三星"
"915","Material","机械聚落认证: 2级","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/118c6fbf9cfc3f9c8ecedd002819fc98_2595202799429206321.png",202,"贵重物","用于打开机械聚落大门的第二级认证。只有获得全部三级认证者才能取得开门权限。 「哎哟喂!疼疼疼... 这机器人，就不能对美少女的手温柔点嘛!」","三星"
"916","Material","机械聚落认证: 1级","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/a110e081242e75249136ee679862d1f6_8518653310484423522.png",203,"贵重物","用于打开机械聚落大门的第一级认证。只有获得全部三级认证者才能取得开门权限。 「哎哟喂!疼疼疼... 这机器人，就不能对美少女的手温柔点嘛!」","三星"
"917","Material","信用点","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/95c9d73f9a4dd4ff1b8bcec0be0419f5_5759645652925473573.png",204,"其他材料","星际和平公司与客户结算时使用的货币，如今已成为太空旅行的硬通货。 「人们奔波、争斗、贸易，为的不过是个终端里显示的数字。但真正珍贵之物，公司的数字是买不到的。」","一星"
"918","Material","宓堂传语","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/25/5627372/f49ab9a07d6e82785f6215379d6d4a08_4094733220800124072.jpg",206,"任务道具","","三星"
"920","Material","星轨专票","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/14/190590294/90395dfe68b7bdf593c9e3e3de490318_839705054934988994.png",209,"其他材料","星穹列车的直达车票。记录着特定世界的坐标，适合目标明确的乘客。 「有许久不见的朋友吗?搭上列车和他/她/它/祂一同游历吧! 」","五星"
"921","Material","蓝色转译录","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/3eebf94439a3c9edc028776729fc4cb8_7158202688055062799.png",210,"贵重物","「她会拒绝他，那他的人生就还有机会。忘却伤痛总是比克服伤痛来得简单。」","三星"
"922","Material","红色转译录","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/71a0655f62dfb50da50094c404728413_6540218656815316855.png",211,"贵重物","「以洛奇那小崽子的性格，就连我也无法预测他知道真相后会做出什么冲动事。」","三星"
"923","Material","好看的垃圾","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/83657908/5f6ce01dd8c751888d4da5d2dd6dd80f_4111669431213865944.png",212,"消耗品","毫无价值的东西。它无价值的样子是那么美丽。","三星"
"925","Material","「风雪免疫」实验记录","https://uploadstatic.mihoyo.com/sr-wiki/2022/06/03/187636729/a22b28c4eaf50fbbb9b210c0ee8fb72c_4478807763287725007.png",254,"任务道具","","三星"
"926","Material","超镍零件","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/1c21f0a4bb1ba4080c8dd8aa90455f8d_8346776496320931367.png",265,"贵重物","散落于嘘实埋间中的精细零件，貌不惊人，已经上了点年头。铁与镍无疑是陨星的馈赠，但超镍则是极致神秘的工艺制成的超合金。即使已被「黑塔」淘汰，全宇宙也独此一家配享专利。 「独此一家? 银河流通的黑市上到处都是这玩意儿，号称全宇宙的信标都能用它修复，十个信用点一枚的万能零件。」","三星"
"927","Material","旧物拍卖会宣传物料","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/73ddd99470ed47da36d060c2a22a6296_8798950724834162862.png",266,"贵重物","「如何让流浪者之间互通有无，拍卖会也许是个不错的想法.......」","三星"
"928","Material","地髓探针","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/78a9319518f97764f806bc9c5a52ac0e_3326399588721144873.png",267,"贵重物","","三星"
"929","Material","某处的钥匙","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/a05416b9eccbc9bc1b408ce88536bfe3_6765792225720078166.png",269,"贵重物","「『铆钉镇商业联合会』?去问问尤利安是否知道吧。」","三星"
"930","Material","商业区钥匙","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/83657908/9337fd85d368fcbe35cb1fdb245dfdfa_2366162746207025119.png",270,"贵重物","「裂界来了，人都跑了，哪还有什么商业联合会呀。」","三星"
"945","Material","定制粉色安全帽","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/8ed5b7d3dc9bd973fe5310c75a8f34cd_3365601607111159579.png",289,"贵重物","据桑博所说,是他丢失的矿具之一。据桑博所说,是他丢失的矿具之一。 「戴上它,你就是整个矿区最靓的仔。」","三星"
"946","Material","热驱动机械矿镐","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/37290abb0a852ab2ae3c54d3afacdabd_331951775949840990.png",290,"贵重物","据桑博所说,是他丢失的矿具之一。据桑博所说,是他丢失的矿具之一。 「矿镐的尖头被擦得锃亮，拿来当武器的话或许也有不俗的威力?」","三星"
"947","Material","藏宝图","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/42fb606aeff24bc1576d4cbdd0c56e5a_4377382436966072299.png",291,"贵重物","据说是能寻找到宝物的图纸。 「看上去不怎么可靠的藏宝图,令人不禁想要发问——你这图...保真吗?」","三星"
"948","Material","防粉尘呼吸面罩","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/38e2355b4147a194e213cf34f864ff48_4727325891201694336.png",292,"贵重物","据桑博所说，是他丢失的矿具之一。 「普通的呼吸面罩。」","三星"
"949","Material","装有奶粉的包裹","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/79f5accce19bc03c7cc100d62007106d_5054525532963167586.png",293,"贵重物","被寄送到诊所的匿名包裹之一。 「除了奶粉，还有能够保温的奶瓶，十分细致周到的考虑.....」","三星"
"950","Material","装有故事书的包裹","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/80afbf11368d35678bb34bca4a24fdbb_6208755149116573718.png",294,"贵重物","被寄送到诊所的匿名包裹之一。被寄送到诊所的匿名包裹之一。 「小孩子会听着故事书的内容缓缓睡着。是年轻父母们的必备法宝...」","三星"
"951","Material","匿名的包裹","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/625033911e1dc66c84ec62d775f820f1_1297501747762775247.png",295,"贵重物","还未被寄送到诊所的匿名包裹。 「匿名的包裹旁边躺着它的主人。」","三星"
"952","Material","核心模组","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/96ccb4cfa5d5deba9a6d5a43e4525181_1708313591992307794.png",298,"贵重物","从失控机器人身上采集到的残次零件。 「一分钱，一分货。很显然，这玩意值不了几分钱。」","三星"
"953","Material","《冒险鼹鼠队：隐形的宝藏》","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/30/293404105/8522e38599936a1f7f362236695ef4eb_5892694281732959097.png",311,"任务道具","","三星"
"954","Material","被叫作「菌菌」的大熊玩偶","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/29800017df143bf99943636cd9abd313_5254850684153310259.png",318,"贵重物","「娜塔莎手工缝制的玩偶熊，不得不说它是真的很可爱。」","三星"
"955","Material","录像带：毁灭日","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/0d69ec1bba8b13b9c8d9504dc5c6e95e_2679216863470995139.png",319,"贵重物","「不会有援军抵达，如果可以，请按照预定的航线尽快返回，你听见了吗?断断续续的宇宙无线电重复地叫着一个名字。没有回答。」","三星"
"956","Material","录像带：正义","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/0d69ec1bba8b13b9c8d9504dc5c6e95e_7368809655692643047.png",320,"贵重物","「这就是星神力量最直接的证明人所希求的正义在一颗星球注定的亡兆面前不值一提殊为可笑.....幻影般的连珠话语证明，录像带的末段仿佛被什么污染了。」","三星"
"957","Material","录像带：黯淡蓝点","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/0d69ec1bba8b13b9c8d9504dc5c6e95e_5448924448998447666.png",321,"贵重物","「仿佛突然堕入无始无终的空间，你正透过一副最常见的航行面罩观看着庞然的宇宙腹地。在邈远的深处，点缀着一颗尖锐的黯淡蓝点，仿佛凝结的水滴。」","三星"
"958","Material","监控影像","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/a78db7e97f2e77f7d68e2e016cda0ff7_4582465027708099528.png",322,"贵重物","「监控是最糟糕的保密者，但却是最优秀的史官预备役——一切伟大乃至灾祸的开端，你都可以在此找到蛛丝马迹。」","三星"
"959","Material","「千星」权限认证","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/308422772/8fdb0efa3c1983172550b8f10d9408a3_7741926199238962520.png",338,"贵重物","不知该用于何处的神秘权限卡，残角破碎，字面磨损，不知是否还可投入使用。随着偶然的光线折射，可以发现上面印着模糊的「千星」字样。 「明明是尊贵神秘的权限卡，却在好奇心退潮后便被当作垃圾随手扔掉..听起来像是黑塔干得出来的事。」","三星"
"960","Material","科鲁泽的信件","https://uploadstatic.mihoyo.com/sr-wiki/2022/06/05/299598919/c20e0cba5248b64a58ad667350f31ccd_7912803050293895710.jpg",341,"贵重物","科鲁泽随身携带的陈旧信件。科鲁泽随身携带的陈旧信件。 「他好像没来得及寄出去.....也许是不用寄出去了.....」","三星"
"961","Material","果腹粮食","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/30/75216984/3cad2f382e373f5f66ceb736cf58f905_8448910272548228852.png",355,"消耗品","使用后立即为我方指定单体回复等同于自身生命上限15%的生命值，并额外回复150点生命值。 一份简单的粮食，没有特别的味道，但能填饱你的肚子。","一星"
"962","Material","「 黑塔」特许通行认证","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/26/214441058/53faa05e4d9fa85ab59229a8a86f56f1_3089227079447879685.png",356,"贵重物","由艾丝妲特批、阿兰颁发的「黑塔」特许通行认证，依凭此物可以顺畅出入空间站绝大多数舱室。 「你要问我为什么不是所有舱室?只能说，黑塔科员卧虎藏龙，我可不想在开锁方式上限制他们的想象力。」","三星"
"963","Material","吉姆·罗杰面包味汽水","https://uploadstatic.mihoyo.com/sr-wiki/2022/05/28/83657908/5d27be1fb4593f0707fbf2794187b2a5_3246075560482226439.png",378,"消耗品","将面包干充分粉碎、浸泡、提取面包液再发酵,最后加入「吉姆·罗杰]专利配方,就是「吉姆·罗杰」的味道!","三星"
"964","Material","裂界怪物甲胄","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/95165d4ec3dd2604c9f8cdba89eff45a_628986844384714998.png",379,"贵重物","「竟然会有人想要这玩意儿，真是难以理解......」","三星"
"969","Material","命运的足迹","https://uploadstatic.mihoyo.com/sr-wiki/2023/03/09/187636729/27c1ef80531951df86566292e141c7ff_3694734777524754503.png",405,"行迹材料","行迹升级的高阶素材。 一次又一次的败北成就了你的胜利，一步又一步的前进让你抵达了命运的拐点。","五星"
"970","Material","真正的藏宝图","https://uploadstatic.mihoyo.com/sr-wiki/2022/08/29/75216984/c283467507cc5c0e0a84cc24c761215b_5312952046339142097.png",415,"贵重物","据说是能寻找到宝物的图纸。 「年代久远的藏宝图，岁月的侵蚀令它看上去十分具有说服力。」","五星"
